X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	Y1	Y2	
-0.18331592112641568	0.6463691386862759	-0.19084518238179238	-0.011690470489414047	0.352855710194734	-0.007219093864891763	-0.01081460609286974	-0.3384499250743455	-0.03186207064151413	-0.27369230796846855	-0.37498650591350513	-0.3167367254873371	-0.11478625281089506	-0.014057984824884448	1.00	-1.00	
-0.11980380002197687	-0.2171400963375871	0.0399222245626122	-0.010128189011848067	-0.08595731522873393	-0.009419003372870235	-0.010907352855492556	-0.04252939002806058	0.014752904668050218	-0.0029046551180225504	0.4155671189974629	0.02354799522880491	0.22679317591426343	-0.012529797024530923	1.00	-1.00	
-0.31791216804115685	0.07414467262982503	0.005284621570958484	-0.009058330956882417	0.2597505824600823	-0.00795144345402363	-0.008017654702400024	0.1446236382968997	0.08478906269411952	-0.22660878902500245	0.0355559652157474	-0.0938468008218917	-0.2527781082975402	-0.01165492371131742	1.00	-1.00	
-0.26243564376745554	-0.2274851682159513	-0.23695367987068724	-0.009470555124987571	-0.5379969743972411	-0.011767671391141274	-0.015197345267792981	-0.5565925782193619	-0.28835812990582016	-0.34443242423474135	-0.4814014857946631	-0.2229124245501477	-0.05655765670719085	-0.015733878509287005	1.00	-1.00	
-0.1516371259283396	-0.2171400963375871	-0.3984458808317844	-0.009962978547588047	0.40628093669426807	-0.004138076257488596	-0.007550283761339713	0.12882500603571573	0.35288201825495524	0.8452877129707883	0.2635033733734156	-0.046705810594918976	0.2702875287216654	-0.010416466683521615	1.00	-1.00	
-0.28623337284308076	-0.4666388886982457	-0.5828798707873434	-0.012431511600949451	-0.17906244296338564	-0.011767671391141274	-0.015197345267792981	0.16011845070692776	0.2946701466488612	0.06783546114825027	-0.2685715260323472	-0.3167367254873371	-0.44899855988790244	-0.014714139809794576	1.00	-1.00	
-0.0009696853521374663	-0.6019362013035829	-0.0754614789095901	-0.012595118080119679	-0.046018068233927685	-0.010154213702584713	-0.012120335025481701	-0.3229551126643175	-0.12509202126064284	0.05612200033794147	0.1725022624444154	-0.11718845617701047	0.052390738435765534	-0.010853903340128366	-1.00	1.00	
-0.10404166777708918	-0.13377098767072843	0.005284621570958484	-0.011937484193259183	-0.12589656222354018	-0.009564901142580191	-0.011933022936262954	0.08203674895447567	0.014752904668050218	0.25616953692211464	-0.4965189341900154	-0.23458325222770707	0.008754710212062606	-0.011582491018177956	1.00	-1.00	
-0.44478187954173376	-1.0701014149364374	-0.37527917233735136	-0.014322610021945752	-0.2190016899581919	-0.012059466930560925	-0.010721859330246844	0.004258867053179486	0.2362308849193216	-0.08535823219462506	-0.07085901466541054	-0.37531970363350164	0.10325221289131864	-0.013403250088859309	1.00	-1.00	
-0.31791216804115685	-0.2899612885794332	0.028451330065371046	-0.010046385772262953	0.20658470172023682	-0.010446009242004624	-0.01081460609286974	-0.5098043211381218	-0.18353128299018245	-0.23832224983533212	-0.6788175766048212	-0.2110127571141999	-0.10019368493089378	-0.013184531760555934	1.00	-1.00	
1.1243229323667339	1.062403303834022	0.39754422947643975	-0.007249035775471301	-0.6311021021318928	-0.013672924619117486	-0.011747529411017242	-0.15160071660056879	-0.19512817928671214	0.020751942204805064	0.6891632928980475	0.3404910605898282	0.5101440085357177	-0.0016038223515574344	-1.00	1.00	
-0.539818265135948	0.13662079299330696	-0.2598954688651491	-0.010293399476108087	-0.16583580921834642	-0.012940575029985617	-0.015477404119634544	-0.4630160640568818	-0.19512817928671214	-0.26197884715813885	-0.2685715260323472	-0.29316623037385076	0.04516529220391536	-0.01624374785903309	1.00	-1.00	
0.15742429063822888	-0.25872322839769224	0.2706896315069963	-0.009552358364572685	0.08702630649553028	-0.005605636176335201	-0.010627294003650993	0.2069067077881678	0.1430009343001929	0.3976497694546603	0.6283970787597788	0.2583375873301981	0.15411368734685885	-0.010271601297242819	-1.00	1.00	
-0.1278393968527144	0.3447392978404995	-0.02935298142069523	-0.008237090590851839	-0.09918394897377314	-0.010740665522006886	-0.009416130397634883	-0.3539447374843736	-0.055283253358019084	-0.10878515381526353	-0.16215654615118924	0.02354799522880491	0.08865964501130447	-0.012311078696227547	1.00	-1.00	
0.038590175968389484	-0.08184278373224985	0.14383503353757335	-0.009470555124987571	-0.07273068148369471	-0.011327117341429056	-0.010349053715782467	0.05104712413441955	0.1430009343001929	0.15028903822485276	0.09632217935401602	0.10570146848845578	0.023347278092063894	-0.010416466683521615	1.00	-1.00	
0.04662577279911296	1.1248794241975038	0.028451330065371046	-0.006838415592455939	0.4195075704393073	-0.006486744275759634	-0.009416130397634883	-0.3539447374843736	0.09638595899064922	0.07954892195857996	0.05067341361112668	-0.29316623037385076	0.17593170145871032	-0.012383511389367009	1.00	-1.00	
0.894535769149492	-0.15466397597409595	0.3397399179903735	-0.007414246239731321	-0.5647095876470082	-0.014994586768254135	-0.009976248101318008	-0.26067204317307696	-0.2417431545962558	0.020751942204805064	-0.25315765708018945	0.5164688347866894	0.8660326543082627	-0.00036536532376175903	-1.00	1.00	
-0.36550762619240723	-1.1220296188749161	-0.42138766982624626	-0.012349708361364483	-0.12589656222354018	-0.00824609973402589	-0.013146005106252101	-0.08931764710930065	0.25965206763582654	-0.12072829032776146	-0.11650778040829989	-0.4810436720066389	-0.12923714527459543	-0.01376683380344161	1.00	-1.00	
-0.09616060165463831	-0.18590203615583692	-0.05229477041517753	-0.010375202715693201	-0.03279143448888847	-0.013381129079697834	-0.010534547241028178	-0.634674279971814	-0.4866423175640528	-0.2973489052912753	-0.22292276028945784	-0.0350349829173596	0.29210554283351686	-0.010490319625546194	-1.00	1.00	
0.3318894602900562	0.14696586487168037	0.3743775209820272	-0.00774306318316157	0.5657785789138045	-0.0010570586500854298	-0.007737595850558462	0.8145464101419493	0.6327992602357663	0.8216311156479816	1.3276531721849683	0.7746000822431806	0.48095887277571514	-0.006120213806133771	-1.00	1.00	
